Dataset,Model,Whitebox,Layers_Used,Poolers_Used,Seed,predict_accuracy,predict_f1,predict_precision,predict_recall
toxigen,flan-t5-large,KNN,All,mean_with_attention,3012023,0.9670212765957448,0.9422718808193667,1.0,0.8908450704225352
toxigen,flan-t5-large,K-means,All,mean_with_attention,3012023,0.9106382978723404,0.8264462809917354,1.0,0.704225352112676
toxigen,flan-t5-large,SVM,Embedding Only,mean_with_attention,3012023,0.7351063829787234,0.4823284823284823,0.5888324873096447,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding Only,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding Only,mean_with_attention,3012023,0.7202127659574468,0.4912959381044487,0.5450643776824035,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding Only,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Embedding + Last,mean_with_attention,3012023,0.8212765957446808,0.5800000000000001,1.0,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding + Last,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding + Last,mean_with_attention,3012023,0.8329787234042553,0.6180048661800487,1.0,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding + Last,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Last Only,mean_with_attention,3012023,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,Decision Tree,Last Only,mean_with_attention,3012023,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,KNN,Last Only,mean_with_attention,3012023,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,K-means,Last Only,mean_with_attention,3012023,1.0,1.0,1.0,1.0
